File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\web_container.py,254,175,1,31,79,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\web_environment.py,454,326,2,87,128,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\web_init.py,214,157,0,19,57,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\web_state.py,122,80,3,11,42,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\web_tools.py,401,283,1,49,118,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\widget.py,950,686,8,142,264,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\widget_app_server.py,38,25,0,1,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\widget_test.py,60,35,0,1,25,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\__init__.py,45,34,0,0,11,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\annotate_wdg.py,398,275,2,22,123,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\applet.py,72,51,0,3,21,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\base_tab_wdg.py,50,37,0,3,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\clipboard_wdg.py,370,249,0,29,121,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\creator_wdg.py,344,276,4,34,67,0,1,4,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\custom_info_wdg.py,306,217,0,36,89,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\custom_view_app_wdg.py,401,309,0,27,92,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\custom_view_wdg.py,1060,787,12,101,273,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\dependency_wdg.py,491,371,11,45,120,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\discussion_wdg.py,1892,1429,42,190,463,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\dynamic_loader_page.py,149,91,0,11,58,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\error_wdg.py,237,184,13,9,53,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\file_wdg.py,1139,878,62,144,261,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\filter_wdg.py,382,295,0,52,87,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\folder_wdg.py,34,16,0,1,18,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\gantt_wdg.py,2058,1554,28,237,504,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\header_wdg.py,333,245,1,29,88,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\icon_wdg.py,566,458,1,30,108,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\input_wdg.py,2572,1936,32,328,633,6,3,40,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\layout_wdg.py,1690,1232,4,161,458,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\menu.py,210,165,0,18,45,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\my_tactic_summary_wdg.py,181,108,0,12,73,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\naming_wdg.py,380,254,31,30,126,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\parallel_status.py,774,574,40,88,200,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\project_wdg.py,179,122,0,12,57,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\search_limit_wdg.py,274,208,0,28,66,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\serial_status.py,489,341,5,53,148,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\shadowbox_wdg.py,454,321,0,34,133,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\sobject_browser_wdg.py,419,314,2,47,105,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\sobject_group_wdg.py,301,230,1,30,71,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\statistic_wdg.py,1697,1316,17,224,381,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\table_element_wdg.py,2263,1724,72,326,537,0,2,5,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\tab_wdg.py,801,599,5,118,202,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\task_wdg.py,1330,1009,10,160,321,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\timecard_wdg.py,1298,978,11,142,319,0,1,3,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\upload_server_page.py,120,84,0,12,36,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\web_attr.py,63,39,0,6,24,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\web_wdg.py,2959,2194,75,215,765,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\widget_config.py,1763,1322,21,330,441,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\widget_config_test.py,260,203,0,2,57,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\widget_test.py,34,25,0,1,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\widget\__init__.py,69,52,0,0,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\tactic_paths.py,17,13,0,0,4,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\__init__.py,13,10,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\active_directory\active_directory.py,801,667,8,109,134,5,0,9,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\active_directory\ad_authenticate.py,404,292,7,57,112,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\active_directory\ad_connect.py,155,124,0,13,31,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\active_directory\ad_get_user_info.py,151,116,4,14,35,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\active_directory\ad_lookup.py,144,109,0,11,35,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\active_directory\ad_search_wdg.py,453,340,34,40,113,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\active_directory\ad_test.py,59,39,0,1,20,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\active_directory\__init__.py,15,12,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\clipboard_cmd.py,54,34,0,1,20,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\copy_config_cmd.py,103,70,0,1,33,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\create_project_cmd.py,575,422,5,50,153,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\global_search_trigger.py,95,61,0,8,34,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\ingestion_cmd.py,770,540,24,99,230,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\kronos.py,592,482,3,44,110,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\login_group_trigger.py,37,23,0,0,14,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\naming_migrator_cmd.py,127,85,0,12,42,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\notification_cmd.py,94,74,3,10,20,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\package.py,148,101,3,3,47,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\pipeline_task_trigger.py,517,354,7,86,163,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\plugin.py,1307,933,0,162,374,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\project_template_cmd.py,630,424,2,57,206,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\python_cmd.py,191,134,4,15,57,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\queue.py,390,274,4,32,116,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\run_transaction_cmd.py,1026,696,7,100,330,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\scheduler.py,288,203,2,15,85,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\sobject_copy_cmd.py,150,99,0,18,51,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\watch_handoff_folder.py,577,385,1,69,192,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\command\__init__.py,32,24,0,0,8,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\startup\first_run_init.py,123,90,0,14,33,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\startup\__init__.py,14,11,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\triggers\checkin_trigger.py,39,27,1,2,12,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\triggers\data_trigger.py,118,72,4,8,46,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\triggers\__init__.py,14,11,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\__init__.py,14,11,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\activator\click_activate_menu_wdg.py,240,185,14,25,55,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\activator\__init__.py,16,12,0,0,4,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\aggregate_wdg.py,307,222,11,10,85,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\app_sobject_checkin_wdg.py,629,469,5,58,160,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\custom_print_view_wdg.py,167,128,1,28,39,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\custom_property_wdg.py,737,518,62,38,212,0,7,42,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\diagnostics_wdg.py,320,216,37,13,104,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\help_wdg.py,1690,1242,314,101,440,0,8,26,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\js_includes.py,141,111,0,2,30,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\license_manager_wdg.py,436,320,28,25,112,0,4,21,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\naming_migrator_wdg.py,55,41,6,1,14,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\note_wdg.py,1117,905,99,98,211,0,1,2,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\notify_wdg.py,186,120,39,5,66,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\page_header_wdg.py,1533,1123,243,73,394,0,16,73,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\page_nav_container_wdg.py,756,548,36,56,206,0,2,14,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\plugin_wdg.py,2550,1834,450,138,706,0,10,34,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\project_start_wdg.py,581,443,72,5,138,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\project_template_wdg.py,492,346,72,28,146,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\project_wdg.py,85,58,1,3,27,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\quick_box_wdg.py,408,315,89,3,93,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\search_limit_wdg.py,692,521,53,64,168,0,3,13,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\search_type_creator_wdg.py,1751,1253,126,125,489,0,9,19,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\search_type_element_wdg.py,71,50,1,7,21,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\search_wdg.py,1095,836,33,83,259,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\setup_manager_wdg.py,286,202,2,17,84,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\shelf_wdg.py,1251,923,300,57,308,3,20,66,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\simple_search_wdg.py,475,333,6,41,142,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\system_info_wdg.py,637,512,117,31,122,0,3,20,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\tactic_branding_wdg.py,75,58,1,6,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\task_wdg.py,374,312,7,39,62,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\top_container_wdg.py,76,53,1,5,23,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\top_wdg.py,896,627,72,58,264,0,5,41,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\undo_log_wdg.py,157,108,0,7,49,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\update_wdg.py,120,75,4,5,45,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\validation.py,120,86,3,13,34,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\app\__init__.py,51,38,0,0,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\app_init_wdg.py,213,154,37,9,59,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\app_panel_wdg.py,366,288,17,23,78,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\checkin_wdg.py,2202,1651,18,211,551,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\connection_select_wdg.py,70,50,6,2,20,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\introspect.py,158,106,1,8,52,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\loader_button_wdg.py,75,57,1,1,18,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\loader_element_wdg.py,547,429,25,54,118,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\loader_wdg.py,180,133,11,7,47,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\load_options_wdg.py,273,215,12,28,57,0,1,9,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\publish_element_wdg.py,42,30,0,1,12,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\session_wdg.py,179,132,1,16,47,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\sobject_load_wdg.py,127,90,0,9,37,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\version_wdg.py,369,293,2,49,76,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\cgapp\__init__.py,26,23,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\chart\bar_chart_wdg.py,336,240,6,38,96,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\chart\chart2_wdg.py,1127,768,332,85,314,0,45,157,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\chart\chart_builder_wdg.py,273,200,29,7,67,0,6,16,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\chart\chart_data.py,101,67,7,7,34,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\chart\chart_wdg.py,150,101,22,7,38,0,11,33,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\chart\sample_chart_wdg.py,107,75,6,3,32,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\chart\sobject_chart_wdg.py,876,630,20,103,246,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\chart\__init__.py,26,19,0,0,7,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\checkin\branch_wdg.py,210,153,32,8,57,1,0,3,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\checkin\changelist_wdg.py,340,256,54,15,80,1,4,16,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\checkin\checkin_dir_list_wdg.py,971,714,257,62,246,0,11,46,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\checkin\file_properties_wdg.py,88,62,0,2,26,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\checkin\scm_dir_list_wdg.py,1506,1040,369,78,435,2,31,170,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\checkin\simple_checkin_wdg.py,340,260,47,18,67,0,13,27,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\checkin\snapshot_files_wdg.py,987,715,170,91,271,1,1,4,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\checkin\workspace_wdg.py,217,157,27,9,60,1,0,3,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\checkin\__init__.py,22,18,0,0,4,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\common\base_config_wdg.py,221,160,1,22,61,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\common\base_refresh_wdg.py,234,177,3,36,57,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\common\base_table_element_wdg.py,482,346,6,72,136,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\common\corner_generator.py,132,89,0,12,43,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\common\widget_class_handler.py,207,149,1,7,58,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\common\__init__.py,18,16,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\container_wdg.py,288,205,8,27,83,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\context_menu_wdg.py,235,176,12,26,59,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\dialog_wdg.py,427,313,60,26,108,0,6,21,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\dynamic_list_wdg.py,174,132,22,10,41,0,1,2,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\menu_wdg.py,512,358,92,31,142,0,12,58,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\popup_wdg.py,1237,853,395,106,293,2,91,544,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\pop_window_wdg.py,1096,817,307,105,257,1,22,122,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\resizable_table_wdg.py,364,257,86,21,105,0,2,8,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\smart_menu_wdg.py,553,426,26,56,127,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\tab_wdg.py,1726,1284,583,158,403,1,39,198,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\wizard_wdg.py,476,354,80,28,120,0,2,4,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\container\__init__.py,25,22,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\base_example_wdg.py,69,48,0,2,21,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\dev_sandbox_01_wdg.py,41,26,0,3,15,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\dev_sandbox_02_wdg.py,46,31,0,3,15,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\dev_sandbox_03_wdg.py,411,306,56,6,105,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\efficient_table_example_wdg.py,245,183,64,12,59,0,3,23,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\event_examples_wdg.py,198,144,11,8,54,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\font_palettes_example_wdg.py,152,120,4,6,32,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\fx_anim_examples_wdg.py,66,46,2,3,20,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\keyboard_handler_examples_wdg.py,83,61,7,6,22,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\menu_examples_wdg.py,327,234,120,11,93,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\misc_examples_wdg.py,116,87,7,7,29,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\panning_scroll_example_wdg.py,73,51,2,3,22,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\search_class_tag_examples_wdg.py,95,65,3,3,30,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\ui_playground_panel_wdg.py,137,101,5,7,36,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\examples\__init__.py,30,24,0,0,6,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\filter\filter_data.py,202,147,2,33,55,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\filter\filter_element_wdg.py,1775,1329,61,221,446,0,0,0,0,0
